l1_code,l1_name,l2_code,l2_name,l3_code,l3_name,ts_code,name,in_date,out_date,is_new
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,000856.SZ,冀东装备,19980813,,Y
801120.SI,食品饮料,801125.SI,白酒Ⅱ,851251.SI,白酒Ⅲ,000858.SZ,五粮液,19980427,,Y
801120.SI,食品饮料,801125.SI,白酒Ⅱ,851251.SI,白酒Ⅲ,000860.SZ,顺鑫农业,19981104,,Y
801160.SI,公用事业,801161.SI,电力,851617.SI,风力发电,000862.SZ,银星能源,19980915,,Y
801010.SI,农林牧渔,801017.SI,养殖业,850172.SI,生猪养殖,000876.SZ,新希望,19980311,,Y
801050.SI,有色金属,801055.SI,工业金属,850552.SI,铜,000878.SZ,云南铜业,19980602,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,000880.SZ,潍柴重机,19980402,,Y
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,000882.SZ,华联股份,19980616,,Y
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,000887.SZ,中鼎股份,19981203,,Y
801120.SI,食品饮料,801124.SI,食品加工,851241.SI,肉制品,000895.SZ,双汇发展,19981210,,Y
801160.SI,公用事业,801161.SI,电力,851611.SI,火力发电,001896.SZ,豫能控股,19980122,,Y
801170.SI,交通运输,801991.SI,航空机场,851751.SI,机场,600009.SH,上海机场,19980218,,Y
801950.SI,煤炭,801951.SI,煤炭开采,859511.SI,动力煤,600121.SH,郑州煤电,19980107,,Y
801950.SI,煤炭,801951.SI,煤炭开采,859512.SI,焦煤,600123.SH,兰花科创,19981217,,Y
801170.SI,交通运输,801179.SI,铁路公路,851771.SI,铁路运输,600125.SH,铁龙物流,19980511,,Y
801040.SI,钢铁,801044.SI,普钢,850442.SI,板材,600126.SH,杭钢股份,19980311,,Y
801010.SI,农林牧渔,801012.SI,农产品加工,850152.SI,粮油加工,600127.SH,金健米业,19980506,,Y
801030.SI,基础化工,801036.SI,塑料,850355.SI,膜材料,600135.SH,乐凯胶片,19980122,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,600148.SH,长春一东,19980520,,Y
801740.SI,国防军工,801744.SI,航海装备Ⅱ,850935.SI,航海装备Ⅲ,600150.SH,中国船舶,19980520,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600159.SH,大龙地产,19980526,,Y
801030.SI,基础化工,801034.SI,化学制品,850382.SI,氟化工,600160.SH,巨化股份,19980626,,Y
801150.SI,医药生物,801152.SI,生物制品,851522.SI,血液制品,600161.SH,天坛生物,19980616,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600162.SH,香江控股,19980609,,Y
801160.SI,公用事业,801161.SI,电力,851617.SI,风力发电,600163.SH,中闽能源,19980602,,Y
801880.SI,汽车,801096.SI,商用车,850912.SI,商用载货车,600166.SH,福田汽车,19980602,,Y
801970.SI,环保,801971.SI,环境治理,859712.SI,水务及水治理,600168.SH,武汉控股,19980427,,Y
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,600169.SH,ST太重,19980904,,Y
801720.SI,建筑装饰,801721.SI,房屋建设Ⅱ,850623.SI,房屋建设Ⅲ,600170.SH,上海建工,19980623,,Y
801080.SI,电子,801081.SI,半导体,850815.SI,模拟芯片设计,600171.SH,上海贝岭,19980924,,Y
801890.SI,机械设备,801072.SI,通用设备,850713.SI,磨具磨料,600172.SH,黄河旋风,19981126,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,600178.SH,东安动力,19981014,,Y
801030.SI,基础化工,801038.SI,农化制品,850333.SI,农药,600181.SH,*ST云大(退市),19980928,,Y
801080.SI,电子,801083.SI,元件,850822.SI,印制电路板,600183.SH,生益科技,19981028,,Y
801120.SI,食品饮料,801129.SI,调味发酵品Ⅱ,851242.SI,调味发酵品Ⅲ,600186.SH,莲花控股,19980825,,Y
801970.SI,环保,801971.SI,环境治理,859712.SI,水务及水治理,600187.SH,国中水务,19981111,,Y
801950.SI,煤炭,801951.SI,煤炭开采,859511.SI,动力煤,600188.SH,兖矿能源,19980701,,Y
801170.SI,交通运输,801992.SI,航运港口,851711.SI,港口,600190.SH,退市锦港(退市),19980430,,Y
801010.SI,农林牧渔,801012.SI,农产品加工,850154.SI,其他农产品加工,600191.SH,华资实业,19981210,,Y
801730.SI,电力设备,801738.SI,电网设备,857381.SI,输变电设备,600192.SH,长城电工,19981224,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,600196.SH,复星医药,19980807,,Y
801120.SI,食品饮料,801125.SI,白酒Ⅱ,851251.SI,白酒Ⅲ,600199.SH,金种子酒,19980812,,Y
801010.SI,农林牧渔,801018.SI,动物保健Ⅱ,850181.SI,动物保健Ⅲ,600201.SH,生物股份,19980115,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,600218.SH,全柴动力,19981203,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600266.SH,城建发展,19981209,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000090.SZ,天健集团,19990721,,Y
801710.SI,建筑材料,801711.SI,水泥,857111.SI,水泥制造,000877.SZ,天山股份,19990107,,Y
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,000900.SZ,现代投资,19990128,,Y
801730.SI,电力设备,801738.SI,电网设备,857321.SI,电网自动化设备,920299.BJ,灿能电力,20220608,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,920271.BJ,邦德股份,20220608,,Y
801140.SI,轻工制造,801145.SI,文娱用品,851452.SI,娱乐用品,301011.SZ,华立科技,20220729,,Y
801730.SI,电力设备,801737.SI,电池,857371.SI,锂电池,300953.SZ,震裕科技,20220729,,Y
801140.SI,轻工制造,801142.SI,家居用品,851436.SI,瓷砖地板,000910.SZ,大亚圣象,19990630,,Y
801760.SI,传媒,801766.SI,影视院线,857661.SI,影视动漫制作,600088.SH,中视传媒,20220729,,Y
801720.SI,建筑装饰,801723.SI,基础建设,857236.SI,基建市政工程,600502.SH,安徽建工,20220729,,Y
801080.SI,电子,801085.SI,消费电子,850854.SI,消费电子零部件及组装,600363.SH,联创光电,20220729,,Y
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,000916.SZ,华北高速(退市),19990927,,Y
801760.SI,传媒,801995.SI,电视广播Ⅱ,859951.SI,电视广播Ⅲ,000917.SZ,电广传媒,19990325,,Y
801030.SI,基础化工,801038.SI,农化制品,850331.SI,氮肥,600426.SH,华鲁恒升,20220729,,Y
801110.SI,家用电器,801111.SI,白色家电,851112.SI,空调,000921.SZ,海信家电,19990713,,Y
801730.SI,电力设备,801731.SI,电机Ⅱ,850741.SI,电机Ⅲ,000922.SZ,佳电股份,19990618,,Y
801040.SI,钢铁,801043.SI,冶钢原料,850431.SI,铁矿石,000923.SZ,河钢资源,19990714,,Y
801120.SI,食品饮料,801126.SI,非白酒,851232.SI,啤酒,000929.SZ,*ST兰黄,19990623,,Y
801040.SI,钢铁,801044.SI,普钢,850442.SI,板材,000932.SZ,华菱钢铁,19990803,,Y
801030.SI,基础化工,801032.SI,化学纤维,850341.SI,涤纶,000936.SZ,华西股份,19990810,,Y
801950.SI,煤炭,801951.SI,煤炭开采,859512.SI,焦煤,000937.SZ,冀中能源,19990909,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,000938.SZ,紫光股份,19991104,,Y
801750.SI,计算机,801104.SI,软件开发,851041.SI,垂直应用软件,000948.SZ,南天信息,19991014,,Y
801880.SI,汽车,801096.SI,商用车,850912.SI,商用载货车,000951.SZ,中国重汽,19991125,,Y
801150.SI,医药生物,801151.SI,化学制药,851511.SI,原料药,000952.SZ,广济药业,19991112,,Y
801040.SI,钢铁,801044.SI,普钢,850442.SI,板材,000959.SZ,首钢股份,19991216,,Y
801780.SI,银行,801783.SI,股份制银行Ⅱ,857831.SI,股份制银行Ⅲ,600000.SH,浦发银行,19991110,,Y
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,600003.SH,ST东北高(退市),19990810,,Y
801880.SI,汽车,801096.SI,商用车,850912.SI,商用载货车,600006.SH,东风股份,19990727,,Y
801230.SI,综合,801231.SI,综合Ⅱ,852311.SI,综合Ⅲ,600766.SH,退市园城(退市),20220729,,Y
801160.SI,公用事业,801161.SI,电力,851610.SI,电能综合服务,002060.SZ,广东建工,20220729,,Y
801160.SI,公用事业,801161.SI,电力,851614.SI,热力服务,600167.SH,联美控股,19990128,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600173.SH,卧龙新能,19990415,,Y
801210.SI,社会服务,801994.SI,教育,859853.SI,教育运营及其他,600880.SH,博瑞传播,20220729,,Y
801770.SI,通信,801102.SI,通信设备,851026.SI,通信终端及配件,600198.SH,大唐电信,20220729,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600185.SH,珠免集团,19990611,,Y
801030.SI,基础化工,801034.SI,化学制品,850135.SI,食品及饲料添加剂,002166.SZ,莱茵生物,20220729,,Y
801010.SI,农林牧渔,801018.SI,动物保健Ⅱ,850181.SI,动物保健Ⅲ,600195.SH,中牧股份,19990107,,Y
801120.SI,食品饮料,801125.SI,白酒Ⅱ,851251.SI,白酒Ⅲ,600197.SH,伊力特,19990916,,Y
801970.SI,环保,801972.SI,环保设备Ⅱ,859721.SI,环保设备Ⅲ,300203.SZ,聚光科技,20220729,,Y
801770.SI,通信,801223.SI,通信服务,852214.SI,通信应用增值服务,000839.SZ,国安股份,20220729,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600208.SH,衢州发展,19990623,,Y
801030.SI,基础化工,801033.SI,化学原料,850325.SI,煤化工,002274.SZ,华昌化工,20220729,,Y
801140.SI,轻工制造,801141.SI,包装印刷,851424.SI,塑料包装,600210.SH,紫江企业,19990824,,Y
801880.SI,汽车,801096.SI,商用车,850913.SI,商用载客车,600213.SH,*ST亚星(退市),19990831,,Y
801150.SI,医药生物,801151.SI,化学制药,851511.SI,原料药,600216.SH,浙江医药,19991021,,Y
801050.SI,有色金属,801053.SI,贵金属,850531.SI,黄金,000506.SZ,招金黄金,20220729,,Y
801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,600219.SH,南山铝业,19991223,,Y
801130.SI,纺织服饰,801131.SI,纺织制造,851316.SI,其他纺织,600220.SH,ST阳光(退市),19990927,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,600222.SH,太龙药业,19991105,,Y
801730.SI,电力设备,801738.SI,电网设备,857321.SI,电网自动化设备,600268.SH,国电南自,19991118,,Y
801050.SI,有色金属,801056.SI,能源金属,850543.SI,锂,002756.SZ,永兴材料,20220729,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,600329.SH,达仁堂,20010606,,Y
801160.SI,公用事业,801161.SI,电力,851617.SI,风力发电,000537.SZ,绿发电力,20220826,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,600332.SH,白云山,20010206,,Y
801880.SI,汽车,801092.SI,汽车服务,850232.SI,汽车经销商,600335.SH,国机汽车,20010305,,Y
801140.SI,轻工制造,801143.SI,造纸,851413.SI,特种纸,600356.SH,恒丰纸业,20010419,,Y
801080.SI,电子,801081.SI,半导体,850812.SI,分立器件,600360.SH,*ST华微,20010316,,Y
801030.SI,基础化工,801036.SI,塑料,850354.SI,合成树脂,001255.SZ,博菲电气,20220826,,Y
801030.SI,基础化工,801033.SI,化学原料,850323.SI,无机盐,600367.SH,红星发展,20010320,,Y
801730.SI,电力设备,801735.SI,光伏设备,857354.SI,光伏辅材,001269.SZ,欧晶科技,20220826,,Y
801740.SI,国防军工,801742.SI,航空装备Ⅱ,857421.SI,航空装备Ⅲ,600372.SH,中航机载,20010704,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600376.SH,首开股份,20010209,,Y
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,600377.SH,宁沪高速,20010116,,Y
801730.SI,电力设备,801737.SI,电池,857371.SI,锂电池,001283.SZ,豪鹏科技,20220826,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600383.SH,金地集团,20010208,,Y
801880.SI,汽车,801092.SI,汽车服务,850232.SI,汽车经销商,600386.SH,北巴传媒,20010208,,Y
801030.SI,基础化工,801038.SI,农化制品,850333.SI,农药,600389.SH,江山股份,20010110,,Y
801890.SI,机械设备,801077.SI,工程机械,850772.SI,工程机械器件,301161.SZ,唯万密封,20220826,,Y
801740.SI,国防军工,801742.SI,航空装备Ⅱ,857421.SI,航空装备Ⅲ,600391.SH,航发科技,20011212,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600393.SH,ST粤泰(退市),20010319,,Y
801950.SI,煤炭,801951.SI,煤炭开采,859512.SI,焦煤,600395.SH,盘江股份,20010531,,Y
801130.SI,纺织服饰,801132.SI,服装家纺,851329.SI,非运动服装,600400.SH,红豆股份,20010108,,Y
801130.SI,纺织服饰,801132.SI,服装家纺,851329.SI,非运动服装,301276.SZ,嘉曼服饰,20220826,,Y
801130.SI,纺织服饰,801131.SI,纺织制造,851314.SI,印染,600448.SH,华纺股份,20010903,,Y
801730.SI,电力设备,801738.SI,电网设备,857382.SI,配电设备,600468.SH,百利电气,20010612,,Y
801770.SI,通信,801102.SI,通信设备,851024.SI,通信网络设备及器件,600498.SH,烽火通信,20010726,,Y
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,600501.SH,航天晨光,20010615,,Y
801950.SI,煤炭,801951.SI,煤炭开采,859512.SI,焦煤,600508.SH,上海能源,20010829,,Y
801120.SI,食品饮料,801125.SI,白酒Ⅱ,851251.SI,白酒Ⅲ,600519.SH,贵州茅台,20010731,,Y
801880.SI,汽车,801093.SI,汽车零部件,850925.SI,其他汽车零部件,600523.SH,贵航股份,20011227,,Y
801890.SI,机械设备,801076.SI,轨交设备Ⅱ,850936.SI,轨交设备Ⅲ,600528.SH,中铁工业,20010528,,Y
801120.SI,食品饮料,801124.SI,食品加工,851247.SI,保健品,600530.SH,交大昂立,20010702,,Y
801750.SI,计算机,801101.SI,计算机设备,850703.SI,其他计算机设备,301339.SZ,通行宝,20220826,,Y
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,600548.SH,深高速,20011225,,Y
801730.SI,电力设备,801738.SI,电网设备,857381.SI,输变电设备,600550.SH,保变电气,20010226,,Y
801010.SI,农林牧渔,801012.SI,农产品加工,850152.SI,粮油加工,603182.SH,嘉华股份,20220826,,Y
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,600558.SH,大西洋,20010226,,Y
801140.SI,轻工制造,801143.SI,造纸,851412.SI,大宗用纸,600567.SH,山鹰国际,20011218,,Y
801040.SI,钢铁,801044.SI,普钢,850442.SI,板材,600569.SH,安阳钢铁,20010801,,Y
801750.SI,计算机,801104.SI,软件开发,851042.SI,横向通用软件,600588.SH,用友网络,20010518,,Y
801790.SI,非银金融,801191.SI,多元金融,851922.SI,金融控股,600599.SH,*ST熊猫,20010731,,Y
801150.SI,医药生物,801153.SI,医疗器械,851532.SI,医疗设备,688114.SH,华大智造,20220826,,Y
801080.SI,电子,801081.SI,半导体,850815.SI,模拟芯片设计,688391.SH,钜泉科技,20220826,,Y
801780.SI,银行,801783.SI,股份制银行Ⅱ,857831.SI,股份制银行Ⅲ,600036.SH,招商银行,20020409,,Y
801890.SI,机械设备,801078.SI,自动化设备,850784.SI,其他自动化设备,688455.SH,科捷智能,20220826,,Y
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,600350.SH,山东高速,20020318,,Y
801050.SI,有色金属,801055.SI,工业金属,850552.SI,铜,600362.SH,江西铜业,20020111,,Y
801760.SI,传媒,801769.SI,出版,857692.SI,大众出版,600373.SH,中文传媒,20020304,,Y
801080.SI,电子,801082.SI,其他电子Ⅱ,850841.SI,其他电子Ⅲ,001298.SZ,好上好,20220916,,Y
801200.SI,商贸零售,801203.SI,一般零售,852034.SI,商业物业经营,600415.SH,小商品城,20020509,,Y
801170.SI,交通运输,801992.SI,航运港口,851761.SI,航运,600428.SH,中远海特,20020418,,Y
801030.SI,基础化工,801038.SI,农化制品,850333.SI,农药,600486.SH,扬农化工,20020401,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600533.SH,栖霞建设,20020301,,Y
801760.SI,传媒,801767.SI,数字媒体,857676.SI,其他数字媒体,301313.SZ,凡拓数创,20220916,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,301316.SZ,慧博云通,20220916,,Y
801150.SI,医药生物,801153.SI,医疗器械,851532.SI,医疗设备,301363.SZ,美好医疗,20220916,,Y
801960.SI,石油石化,801962.SI,油服工程,859622.SI,油气及炼化工程,600583.SH,海油工程,20020205,,Y
801710.SI,建筑材料,801711.SI,水泥,857111.SI,水泥制造,600585.SH,海螺水泥,20020207,,Y
801150.SI,医药生物,801156.SI,医疗服务,851563.SI,医疗研发外包,688073.SH,毕得医药,20220916,,Y
801150.SI,医药生物,801152.SI,生物制品,851524.SI,其他生物制品,688137.SH,近岸蛋白,20220916,,Y
801080.SI,电子,801081.SI,半导体,850818.SI,半导体设备,688409.SH,富创精密,20220916,,Y
801170.SI,交通运输,801992.SI,航运港口,851761.SI,航运,600026.SH,中远海能,20020523,,Y
801150.SI,医药生物,801153.SI,医疗器械,851533.SI,医疗耗材,600529.SH,山东药玻,20020603,,Y
801720.SI,建筑装饰,801724.SI,专业工程,857241.SI,钢结构,600496.SH,精工钢构,20020605,,Y
801730.SI,电力设备,801731.SI,电机Ⅱ,850741.SI,电机Ⅲ,600580.SH,卧龙电驱,20020606,,Y
801770.SI,通信,801102.SI,通信设备,851026.SI,通信终端及配件,600355.SH,*ST精伦,20020612,,Y
801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,600595.SH,中孚实业,20020626,,Y
801950.SI,煤炭,801951.SI,煤炭开采,859511.SI,动力煤,600397.SH,江钨装备,20020702,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600503.SH,华丽家族,20020709,,Y
801210.SI,社会服务,801993.SI,旅游及景区,852111.SI,人工景区,600593.SH,大连圣亚,20020711,,Y
801170.SI,交通运输,801179.SI,铁路公路,851721.SI,公交,600561.SH,江西长运,20020716,,Y
801970.SI,环保,801972.SI,环保设备Ⅱ,859721.SI,环保设备Ⅲ,600526.SH,菲达环保,20020722,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600565.SH,ST迪马(退市),20020723,,Y
801050.SI,有色金属,801055.SI,工业金属,850553.SI,铅锌,600531.SH,豫光金铅,20020730,,Y
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,600592.SH,龙溪股份,20020805,,Y
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,600579.SH,中化装备,20020809,,Y
801710.SI,建筑材料,801712.SI,玻璃玻纤,857121.SI,玻璃制造,600586.SH,金晶科技,20020815,,Y
801040.SI,钢铁,801044.SI,普钢,850442.SI,板材,600581.SH,八一钢铁,20020816,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,600535.SH,天士力,20020823,,Y
801120.SI,食品饮料,801127.SI,饮料乳品,851243.SI,乳品,600597.SH,光明乳业,20020828,,Y
801010.SI,农林牧渔,801016.SI,种植业,850111.SI,种子,600371.SH,万向德农,20020916,,Y
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,600560.SH,金自天正,20020909,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,600557.SH,康缘药业,20020918,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,600351.SH,亚宝药业,20020920,,Y
801150.SI,医药生物,801153.SI,医疗器械,851532.SI,医疗设备,600587.SH,新华医疗,20020927,,Y
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,600499.SH,科达制造,20021010,,Y
801770.SI,通信,801102.SI,通信设备,851024.SI,通信网络设备及器件,301165.SZ,锐捷网络,20221104,,Y
801150.SI,医药生物,801156.SI,医疗服务,851564.SI,医院,301267.SZ,华厦眼科,20221104,,Y
801770.SI,通信,801102.SI,通信设备,851025.SI,通信线缆及配套,600522.SH,中天科技,20021024,,Y
801120.SI,食品饮料,801125.SI,白酒Ⅱ,851251.SI,白酒Ⅲ,600559.SH,老白干酒,20021029,,Y
801140.SI,轻工制造,801145.SI,文娱用品,851452.SI,娱乐用品,301335.SZ,天元宠物,20221104,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,600571.SH,信雅达,20021031,,Y
801050.SI,有色金属,801054.SI,小金属,850542.SI,钨,600549.SH,厦门钨业,20021107,,Y
801720.SI,建筑装饰,801726.SI,工程咨询服务Ⅱ,857261.SI,工程咨询服务Ⅲ,301365.SZ,矩阵股份,20221104,,Y
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,301377.SZ,鼎泰高科,20221104,,Y
801170.SI,交通运输,801992.SI,航运港口,851761.SI,航运,601022.SH,宁波远洋,20221104,,Y
801080.SI,电子,801083.SI,元件,850823.SI,被动元件,600563.SH,法拉电子,20021210,,Y
801970.SI,环保,801972.SI,环保设备Ⅱ,859721.SI,环保设备Ⅲ,688376.SH,美埃科技,20221104,,Y
801720.SI,建筑装饰,801723.SI,基础建设,857236.SI,基建市政工程,600512.SH,腾达建设,20021226,,Y
801780.SI,银行,801784.SI,城商行Ⅱ,857841.SI,城商行Ⅲ,002142.SZ,宁波银行,20070718,,Y
801780.SI,银行,801784.SI,城商行Ⅱ,857841.SI,城商行Ⅲ,601009.SH,南京银行,20070718,,Y
801780.SI,银行,801784.SI,城商行Ⅱ,857841.SI,城商行Ⅲ,601169.SH,北京银行,20070918,,Y
801790.SI,非银金融,801193.SI,证券Ⅱ,851931.SI,证券Ⅲ,601099.SH,太平洋,20071227,,Y
801790.SI,非银金融,801194.SI,保险Ⅱ,851941.SI,保险Ⅲ,601318.SH,中国平安,20070228,,Y
801790.SI,非银金融,801194.SI,保险Ⅱ,851941.SI,保险Ⅲ,601601.SH,中国太保,20071224,,Y
801790.SI,非银金融,801194.SI,保险Ⅱ,851941.SI,保险Ⅲ,601628.SH,中国人寿,20070108,,Y
801230.SI,综合,801231.SI,综合Ⅱ,852311.SI,综合Ⅲ,600051.SH,宁波联合,20070702,,Y
801050.SI,有色金属,801053.SI,贵金属,850531.SI,黄金,001337.SZ,四川黄金,20230224,,Y
801230.SI,综合,801231.SI,综合Ⅱ,852311.SI,综合Ⅲ,000632.SZ,三木集团,20070702,,Y
801010.SI,农林牧渔,801014.SI,饲料,850142.SI,畜禽饲料,001366.SZ,播恩集团,20230224,,Y
801710.SI,建筑材料,801712.SI,玻璃玻纤,857122.SI,玻纤制造,002201.SZ,九鼎新材,20071225,,Y
801720.SI,建筑装饰,801723.SI,基础建设,857236.SI,基建市政工程,601390.SH,中国中铁,20071203,,Y
801140.SI,轻工制造,801145.SI,文娱用品,851452.SI,娱乐用品,001368.SZ,通达创智,20230224,,Y
801010.SI,农林牧渔,801016.SI,种植业,850113.SI,其他种植业,600540.SH,新赛股份,20040102,,Y
801980.SI,美容护理,801981.SI,个护用品,859812.SI,洗护用品,600249.SH,两面针,20040129,,Y
801960.SI,石油石化,801963.SI,炼化及贸易,859632.SI,油品石化贸易,600387.SH,退市海越(退市),20040216,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600325.SH,华发股份,20040225,,Y
801130.SI,纺织服饰,801131.SI,纺织制造,851312.SI,棉纺,600493.SH,凤竹纺织,20040420,,Y
801730.SI,电力设备,801735.SI,光伏设备,857351.SI,硅料硅片,600438.SH,通威股份,20040301,,Y
801030.SI,基础化工,801038.SI,农化制品,850332.SI,磷肥及磷化工,600470.SH,六国化工,20040302,,Y
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,600035.SH,楚天高速,20040308,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,600479.SH,千金药业,20040310,,Y
801720.SI,建筑装饰,801723.SI,基础建设,857236.SI,基建市政工程,600284.SH,浦东建设,20040311,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,600594.SH,益佰制药,20040319,,Y
801730.SI,电力设备,801733.SI,其他电源设备Ⅱ,857336.SI,其他电源设备Ⅲ,600405.SH,动力源,20040324,,Y
801010.SI,农林牧渔,801015.SI,渔业,850122.SI,水产养殖,600467.SH,好当家,20040401,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,600960.SH,渤海汽车,20040407,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,600572.SH,康恩贝,20040409,,Y
801050.SI,有色金属,801053.SI,贵金属,850531.SI,黄金,600988.SH,赤峰黄金,20040414,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,600976.SH,健民集团,20040419,,Y
801050.SI,有色金属,801055.SI,工业金属,850553.SI,铅锌,600497.SH,驰宏锌锗,20040419,,Y
801760.SI,传媒,801765.SI,广告营销,857651.SI,营销代理,600986.SH,浙文互联,20040421,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,600410.SH,华胜天成,20040423,,Y
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,600992.SH,贵绳股份,20040511,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,600993.SH,马应龙,20040513,,Y
801720.SI,建筑装饰,801721.SI,房屋建设Ⅱ,850623.SI,房屋建设Ⅲ,600491.SH,龙元建设,20040520,,Y
801140.SI,轻工制造,801143.SI,造纸,851412.SI,大宗用纸,600963.SH,岳阳林纸,20040525,,Y
801890.SI,机械设备,801076.SI,轨交设备Ⅱ,850936.SI,轨交设备Ⅲ,600495.SH,晋西车轴,20040525,,Y
801970.SI,环保,801971.SI,环境治理,859712.SI,水务及水治理,600461.SH,洪城环境,20040531,,Y
801140.SI,轻工制造,801143.SI,造纸,851412.SI,大宗用纸,600966.SH,博汇纸业,20040604,,Y
801010.SI,农林牧渔,801017.SI,养殖业,850172.SI,生猪养殖,600975.SH,新五丰,20040608,,Y
801130.SI,纺织服饰,801131.SI,纺织制造,851315.SI,辅料,002003.SZ,伟星股份,20040622,,Y
801010.SI,农林牧渔,801012.SI,农产品加工,850151.SI,果蔬加工,600962.SH,国投中鲁,20040618,,Y
801890.SI,机械设备,801074.SI,专用设备,850727.SI,其他专用设备,002009.SZ,天奇股份,20040624,,Y
801040.SI,钢铁,801044.SI,普钢,850442.SI,板材,600022.SH,山东钢铁,20040628,,Y
801200.SI,商贸零售,801202.SI,贸易Ⅱ,852021.SI,贸易Ⅲ,600981.SH,苏豪汇鸿,20040628,,Y
801140.SI,轻工制造,801143.SI,造纸,851413.SI,特种纸,002012.SZ,凯恩股份,20040702,,Y
801740.SI,国防军工,801742.SI,航空装备Ⅱ,857421.SI,航空装备Ⅲ,002013.SZ,中航机电(退市),20040630,,Y
801140.SI,轻工制造,801141.SI,包装印刷,851424.SI,塑料包装,002014.SZ,永新股份,20040707,,Y
801160.SI,公用事业,801161.SI,电力,851614.SI,热力服务,600982.SH,宁波能源,20040629,,Y
